Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Max,Min,If,if,ifs
3/29/2015,29,March,2015,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
4/6/2013,6,April,2013,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
7/30/2013,30,July,2013,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
7/30/2015,30,July,2015,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
8/9/2013,9,August,2013,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
8/9/2015,9,August,2015,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
11/23/2013,23,November,2013,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
12/12/2013,12,December,2013,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
12/12/2015,12,December,2015,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
12/15/2013,15,December,2013,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
12/15/2015,15,December,2015,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
2/8/2014,8,February,2014,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
2/21/2014,21,February,2014,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
2/21/2016,21,February,2016,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
2/23/2014,23,February,2014,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
2/23/2016,23,February,2016,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
4/4/2014,4,April,2014,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
4/4/2016,4,April,2016,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,132,487,619,,,,,
6/13/2013,13,June,2013,54,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 52",1,295,540,132,295,427,,,,,
6/13/2015,13,June,2015,54,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 52",1,295,540,132,295,427,,,,,
11/4/2013,4,November,2013,54,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 52",1,295,540,132,295,427,,,,,
6/10/2011,10,June,2011,48,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
3/18/2013,18,March,2013,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
3/18/2015,18,March,2015,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
6/9/2013,9,June,2013,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
6/9/2015,9,June,2015,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
3/7/2014,7,March,2014,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
3/7/2016,7,March,2016,30,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,132,295,427,,,,,
2/1/2016,1,February,2016,56,Adults (35-64),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
9/7/2015,7,September,2015,47,Adults (35-64),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
7/31/2014,31,July,2014,39,Adults (35-64),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
1/21/2016,21,January,2016,33,Young Adults (25-34),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
8/26/2015,26,August,2015,32,Young Adults (25-34),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
9/17/2013,17,September,2013,30,Young Adults (25-34),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
9/25/2013,25,September,2013,29,Young Adults (25-34),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
6/20/2014,20,June,2014,25,Young Adults (25-34),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
8/1/2015,1,August,2015,21,Youth (<25),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
9/21/2013,21,September,2013,20,Youth (<25),M,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,4,21,55,132,84,216,,,,,
1/21/2014,21,January,2014,55,Adults (35-64),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,132,672,804,,,,,
3/8/2016,8,March,2016,45,Adults (35-64),M,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,132,672,804,,,,,
6/14/2016,14,June,2016,28,Young Adults (25-34),F,Germany,Hamburg,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,132,672,804,,,,,
5/22/2014,22,May,2014,59,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
5/26/2016,26,May,2016,57,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
1/7/2016,7,January,2016,54,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,132,456,588,,,,,
4/29/2014,29,April,2014,53,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
11/10/2015,10,November,2015,50,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,132,456,588,,,,,
3/30/2016,30,March,2016,49,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,132,456,588,,,,,
5/9/2014,9,May,2014,48,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,132,456,588,,,,,
9/15/2013,15,September,2013,48,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
9/15/2015,15,September,2015,48,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
4/16/2014,16,April,2014,44,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
2/5/2016,5,February,2016,43,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
9/12/2013,12,September,2013,41,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588,,,,,
2/8/2014,8,February,2014,39,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",24,38,50,132,912,1044,,,,,
5/28/2014,28,May,2014,38,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",24,38,50,132,912,1044,,,,,
5/4/2014,4,May,2014,37,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
5/4/2016,4,May,2016,37,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
10/10/2015,10,October,2015,36,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
1/2/2014,2,January,2014,36,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",24,38,50,132,912,1044,,,,,
3/19/2014,19,March,2014,36,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",24,38,50,132,912,1044,,,,,
8/22/2013,22,August,2013,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
8/22/2015,22,August,2015,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
7/2/2016,2,July,2016,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
9/20/2013,20,September,2013,34,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",24,38,50,132,912,1044,,,,,
1/10/2016,10,January,2016,34,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",24,38,50,132,912,1044,,,,,
10/30/2013,30,October,2013,34,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
10/30/2015,30,October,2015,34,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
5/1/2014,1,May,2014,34,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,132,456,588,,,,,
12/5/2013,5,December,2013,33,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,132,456,588,,,,,
5/28/2016,28,May,2016,33,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",24,38,50,132,912,1044,,,,,
1/29/2014,29,January,2014,33,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",24,38,50,132,912,1044,,,,,
3/27/2016,27,March,2016,31,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588,,,,,
4/6/2016,6,April,2016,31,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588,,,,,
5/27/2014,27,May,2014,31,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588,,,,,
2/7/2016,7,February,2016,29,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",24,38,50,132,912,1044,,,,,
10/19/2013,19,October,2013,28,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",24,38,50,132,912,1044,,,,,
12/23/2013,23,December,2013,25,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588,,,,,
3/11/2014,11,March,2014,24,Youth (<25),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
5/15/2014,15,May,2014,24,Youth (<25),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",12,38,50,132,456,588,,,,,
12/3/2015,3,December,2015,24,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",24,38,50,132,912,1044,,,,,
10/1/2015,1,October,2015,23,Youth (<25),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",24,38,50,132,912,1044,,,,,
8/8/2015,8,August,2015,18,Youth (<25),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,132,456,588,,,,,
6/8/2016,8,June,2016,56,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249,,,,,
6/11/2016,11,June,2016,56,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249,,,,,
11/16/2015,16,November,2015,50,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
5/23/2014,23,May,2014,50,Adults (35-64),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249,,,,,
1/25/2014,25,January,2014,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,9,13,35,132,117,249,,,,,
7/7/2014,7,July,2014,45,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,9,13,35,132,117,249,,,,,
8/1/2015,1,August,2015,39,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
2/20/2016,20,February,2016,38,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
6/7/2014,7,June,2014,38,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
10/11/2015,11,October,2015,36,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249,,,,,
9/12/2013,12,September,2013,35,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249,,,,,
9/21/2013,21,September,2013,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
7/25/2015,25,July,2015,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249,,,,,
9/20/2013,20,September,2013,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249,,,,,
12/13/2013,13,December,2013,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
12/13/2015,13,December,2015,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
11/30/2015,30,November,2015,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249,,,,,
4/16/2014,16,April,2014,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,132,117,249,,,,,
9/17/2013,17,September,2013,29,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249,,,,,
3/19/2014,19,March,2014,25,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
12/4/2015,4,December,2015,24,Youth (<25),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
5/12/2014,12,May,2014,21,Youth (<25),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,132,117,249,,,,,
5/15/2014,15,May,2014,18,Youth (<25),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,132,117,249,,,,,
5/23/2014,23,May,2014,46,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,LL Mountain Tire,11,9,25,132,99,231,,,,,
2/20/2016,20,February,2016,40,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,ML Road Tire,11,9,25,132,99,231,,,,,
12/21/2013,21,December,2013,41,Adults (35-64),F,France,Nord,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,132,112,244,,,,,
8/7/2013,7,August,2013,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,132,120,252,,,,,
10/25/2013,25,October,2013,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,132,120,252,,,,,
10/25/2015,25,October,2015,25,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,132,120,252,,,,,
3/12/2014,12,March,2014,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,132,112,244,,,,,
3/12/2016,12,March,2016,18,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,132,112,244,,,,,
8/10/2013,10,August,2013,45,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
5/20/2016,20,May,2016,40,Adults (35-64),F,Australia,Queensland,Clothing,Socks,"Racing Socks, M",29,3,9,132,87,219,,,,,
2/8/2016,8,February,2016,29,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
11/27/2013,27,November,2013,27,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
11/27/2015,27,November,2015,27,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
12/21/2013,21,December,2013,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
1/26/2014,26,January,2014,26,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
12/28/2013,28,December,2013,25,Young Adults (25-34),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
5/23/2016,23,May,2016,22,Youth (<25),M,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,32,3,9,132,96,228,,,,,
10/17/2013,17,October,2013,19,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,,,,,
11/30/2013,30,November,2013,31,Young Adults (25-34),M,United States,Utah,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,133,461,594,,,,,
11/3/2011,3,November,2011,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
12/4/2013,4,December,2013,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
12/4/2015,4,December,2015,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
1/14/2014,14,January,2014,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
1/14/2016,14,January,2016,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
5/16/2014,16,May,2014,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
5/16/2016,16,May,2016,47,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,133,308,441,,,,,
4/1/2016,1,April,2016,31,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,133,688,821,,,,,
12/24/2012,24,December,2012,27,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,133,688,821,,,,,
12/25/2012,25,December,2012,27,Young Adults (25-34),F,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,133,688,821,,,,,
4/29/2012,29,April,2012,26,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,133,688,821,,,,,
4/8/2016,8,April,2016,24,Youth (<25),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,133,688,821,,,,,
2/2/2012,2,February,2012,21,Youth (<25),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,133,688,821,,,,,
8/9/2015,9,August,2015,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,133,118,251,,,,,
12/19/2013,19,December,2013,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,133,118,251,,,,,
2/1/2014,1,February,2014,35,Adults (35-64),F,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223,,,,,
7/15/2015,15,July,2015,32,Young Adults (25-34),F,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223,,,,,
5/17/2016,17,May,2016,31,Young Adults (25-34),F,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223,,,,,
6/10/2014,10,June,2014,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223,,,,,
6/10/2016,10,June,2016,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223,,,,,
11/3/2013,3,November,2013,58,Adults (35-64),M,Australia,Victoria,Clothing,Vests,"Classic Vest, S",5,24,64,133,120,253,,,,,
8/18/2015,18,August,2015,57,Adults (35-64),M,Australia,Victoria,Clothing,Vests,"Classic Vest, S",5,24,64,133,120,253,,,,,
5/21/2016,21,May,2016,28,Young Adults (25-34),F,Australia,Victoria,Clothing,Vests,"Classic Vest, L",5,24,64,133,120,253,,,,,
3/18/2016,18,March,2016,28,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,HL Road Tire,9,12,33,133,108,241,,,,,
6/25/2014,25,June,2014,28,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,HL Road Tire,9,12,33,133,108,241,,,,,
5/8/2014,8,May,2014,59,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,133,99,232,,,,,
5/8/2016,8,May,2016,59,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,133,99,232,,,,,
8/11/2013,11,August,2013,50,Adults (35-64),M,France,Loir et Cher,Accessories,Tires and Tubes,LL Mountain Tire,10,9,25,133,90,223,,,,,
3/1/2016,1,March,2016,57,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
8/2/2013,2,August,2013,52,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,133,81,214,,,,,
9/12/2015,12,September,2015,50,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214,,,,,
9/7/2013,7,September,2013,47,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
9/30/2013,30,September,2013,47,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
5/10/2016,10,May,2016,44,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
2/5/2016,5,February,2016,43,Adults (35-64),M,Germany,Bayern,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,133,81,214,,,,,
10/18/2015,18,October,2015,42,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
1/22/2016,22,January,2016,40,Adults (35-64),M,Germany,Hessen,Clothing,Gloves,"Half-Finger Gloves, M",10,9,24,133,90,223,,,,,
5/20/2014,20,May,2014,36,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
5/21/2016,21,May,2016,36,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214,,,,,
11/1/2013,1,November,2013,35,Adults (35-64),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,133,81,214,,,,,
4/28/2014,28,April,2014,34,Young Adults (25-34),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214,,,,,
12/24/2013,24,December,2013,33,Young Adults (25-34),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
12/28/2015,28,December,2015,31,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
3/29/2016,29,March,2016,31,Young Adults (25-34),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
7/16/2016,16,July,2016,29,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,133,81,214,,,,,
12/30/2013,30,December,2013,28,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214,,,,,
3/17/2016,17,March,2016,28,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214,,,,,
11/7/2015,7,November,2015,27,Young Adults (25-34),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,133,81,214,,,,,
10/8/2015,8,October,2015,26,Young Adults (25-34),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",9,9,24,133,81,214,,,,,
8/15/2015,15,August,2015,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,133,81,214,,,,,
6/27/2016,27,June,2016,26,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",9,9,24,133,81,214,,,,,
6/20/2016,20,June,2016,65,Seniors (64+),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,133,92,225,,,,,
7/10/2016,10,July,2016,59,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,133,92,225,,,,,
